"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Peromyscus yucatanicus",1,0,1,0,0,49.35,63,31.22,5.735,4.1652678825861,11.2805,NA,NA,NA,NA,0.4,30.8,1.68816812508966,1.09861228866811,-2.48613948942258,1.22964055107451,2.57261223020711,3.55119659893836,3.71357206670431,3.85439389259151,4,11.834761187915,17.48,30.8,NA,NA,NA,NA,21.6,17.86,19.73,-86.73,-91.78,-89.25,0.23,94.84,254.62,1232.91,1562.54,NA,-2.30220829396186,-2.83496711058931,5.9548594756093,NA,1.09861228866811,3.20315286440296,1.38629436111989,3.63896633675007,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus winkelmanni",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.95,NA,NA,NA,NA,0.4,24.95752,0.978118466898955,1.16002091679675,-2.55129680438105,0.78845736036427,2.46468295853138,3.35689712276558,4.285437251434,3.69095468943334,1,5.70722540885405,NA,25.7831065571778,NA,NA,NA,NA,18.86,18.36,18.61,-102.67,-103.21,-102.94,0.1,104.5,214.27,871.97,1528.97,NA,-3.33408787693674,-2.84523349581178,6.16218101291423,NA,2.07944154167984,2.77258872223978,2.07944154167984,3.44028542657456,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus fraterculus",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.12,NA,NA,NA,NA,0.4,26,0.974850574712644,0.955511445027436,-2.24345127599274,0.845868267577609,2.32666764436571,3.07961375753469,4.14602372843149,3.32089191625659,3,11.8788239526345,NA,26.2710994968554,NA,NA,NA,NA,13.7970625226033,-1.00841267684363,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.379744584312,177.288271926225,873.444795143562,1338.04631736552,NA,-3.30678900407705,-2.83605247136058,5.94302883738434,NA,1.81823783705435,2.09425055400892,0.690638409934969,3.48291051332157,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus stirtoni",1,0,1,0,0,49.52,63,31.22,7.4,4.89848155628069,11.3355,NA,NA,NA,NA,0.4,31.095,1.80752559887271,0.867100487683383,-2.3950246669327,1.4747630091075,2.5543620094045,3.75138465946533,3.71357206670431,3.85439389259151,2,10.1764632894683,NA,31.4911893838289,NA,NA,NA,NA,14.91,12.29,13.6,-85.76,-90.06,-87.91,0.12,115.6,215.45,1109.16,1641.63,NA,-2.30220829396186,-2.84990395719762,6.21709985726004,NA,3.80666248977032,4.77971155546308,3.8286413964891,3.66084719542062,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus dickeyi",1,0,1,0,0,128.74428,105.352584001686,24.95752,3.5,7.4,9.6095,NA,NA,NA,NA,0.4,26,0.953513302034429,0.961264097516886,-2.24345127599274,0.845868267577609,2.36871191889589,3.10749723688481,3.35340671782581,3.35340671782581,0,2.18439185105582,NA,26.0235677098289,NA,NA,NA,NA,27.43,27.43,27.43,-111.86,-111.86,-111.86,0,53.8818898550032,157.414527461005,918.35503190703,1315.49734028922,NA,-3.30678900407705,-2.84347688256614,6.27785900005142,NA,0,0,0,3.44373191170548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus spicilegus",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,0.978118466898955,1.16002091679675,-2.55286177526174,0.78845736036427,2.46468295853138,3.35689712276558,4.25421229320523,3.68799426216012,4,11.7401032173813,NA,25.7831065571778,NA,NA,NA,NA,27.42,18.8,23.11,-102.51,-108.83,-105.67,0.08,61.33,173.99,800.81,1451.5,NA,-3.33408787693674,-2.8458422301447,6.37443304146706,NA,0.693147180559945,3.58435192476,1.38629436111989,3.50119940012351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus slevini",1,0,1,0,0,59.95794,66.7916215077815,22.575,3.55,7.95,9.8875,NA,NA,NA,NA,0.4,26,1.46250475609756,1.52931186795482,-2.61218017803937,0.60431596685333,2.19165353228676,3.02042488614436,3.68884608703576,4.68776348429194,0,3.67658768799331,NA,25.8997177009837,NA,NA,NA,NA,25.69,25.59,25.64,-110.79,-110.83,-110.81,0,39.8475485340538,199.751309166251,931.657231842549,1379.09007572231,NA,-3.30771317590289,-2.83536394176129,6.55124908434586,NA,1.38629436111989,1.38629436111989,1.38629436111989,3.34847510024625,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus truei",1,0,1,0,0,42.46,57.9936552802348,30,3.4,5.3625,10.2,NA,NA,0.307,309.85,0.4,30.13164,0.832417878787879,1.24990173621434,-2.21170261007937,0.839409687538197,2.35137525716348,3.49650756146648,3.80389965731274,3.49013360090945,16,14.1886645817758,18.5,32.37,NA,NA,2,NA,46.67,16.87,31.77,-94.59,-124.43,-109.51,0.09,36.64,117.42,474.31,1062.36,NA,-4.69614741658963,-4.77720792298804,7.25814450914873,NA,1.33496612066563,3.67478052973443,-0.0523751639724228,3.49699838940377,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus eva",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.12,NA,NA,NA,NA,0.4,26,0.964211005002274,0.955511445027436,-2.24345127599274,0.845868267577609,2.36462039547092,3.09058780456667,2.7408400239252,2.7408400239252,4,10.5728272332141,NA,26.1784692225365,NA,NA,NA,NA,28.5,22.86,25.68,-109.39,-113.69,-111.54,0.06,12.43,198.97,342.86798742672,1347.46117676358,NA,-3.30678900407705,-2.8440629827194,6.00584652823763,NA,0,1.7630170003624,0,3.42094157471742,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus simulus",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.31,NA,NA,NA,NA,0.4,24.95752,1.06570342205323,1.15845228902413,-2.49976917209787,0.78845736036427,2.45500004114006,3.26956893918372,4.16271901659618,3.30421122207802,1,9.37929373855117,NA,25.7831065571778,NA,NA,NA,NA,24.01,20.75,22.38,-104.8,-106.81,-105.8,0.07,67.39,228,848.39,1542.82,NA,-3.33408787693674,-2.84573697559894,6.17787135460319,NA,1.79175946922805,3.80488312987024,1.79175946922805,3.43451533828162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus difficilis",1,0,1,0,0,42.46,57.9936552802348,26.47932,3,5.3625,10.2,NA,NA,NA,NA,0.4,30.13164,0.868125,1.25276296849537,-2.21170261007937,0.839409687538197,2.35137525716348,3.3322045101752,3.79717514499174,3.31235803882078,11,13.2110753691123,NA,30.2994852224215,NA,NA,NA,NA,28.8,16.13,22.46,-96.22,-108.28,-102.25,0.07,52.87,159.13,750.5,1289.23,NA,-4.60955213214631,-2.83063906227609,5.08815173652408,NA,0.693147180559945,4.44582269275396,1.09861228866811,3.50825823494806,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus grandis",1,0,1,0,0,49.52,63,31.22,7.4,5.515391537696,12.492,NA,NA,NA,NA,0.4,31.095,1.29886512396694,0.887891257352457,-2.3950246669327,1.4747630091075,3.02931737113861,4.1026433650368,3.71357206670431,3.85439389259151,3,8.28951377280839,NA,31.4911893838289,NA,NA,NA,NA,15.68,15,15.34,-89.27,-90.4,-89.84,0.19,132.32,228.78,1491.38,1638.58,NA,-2.30220829396186,-2.84983724764681,5.82238999120992,NA,3.40119738166216,4.09451121500142,3.40119738166216,3.66021457938913,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus crinitus",1,0,1,0,0,71.19,70,26.47932,2.05,6.42916667,8.442,NA,NA,0.162,308.85,0.4,24.95752,0.850630740967545,1.12492959698548,-2.62343726056316,0.78845736036427,2.64546532591059,2.79300390698237,3.56335552941488,3.07553405644899,12,13.7248437433339,16,25.33,1,4,2,NA,45.35,28.41,36.88,-107.05,-121.59,-114.32,0.12,20.16,95.9,289.4,960.17,NA,-5.76459259492641,-5.6954456229786,7.08846720768625,NA,1.92090644117059,1.93585981320181,-0.32428122387259,3.43374337327539,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus caniceps",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.1,NA,NA,NA,NA,0.4,26,0.963772727272727,0.955511445027436,-2.24345127599274,0.845868267577609,2.36462039547092,3.09104245335832,4.1759175394961,3.31747743254143,1,2.89590091600189,NA,26.1989378607756,NA,NA,NA,NA,25.71,25.64,25.67,-111.02,-111.07,-111.04,0,9,202,306.86606946959,1406.64077834255,NA,-3.30678900407705,-2.83692683875536,6.15419873135653,NA,1.38629436111989,1.38629436111989,1.38629436111989,3.41878235190872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus californicus",1,0,1,0,0,46,51.5022699151608,29.83,4.56,5.45416667,11.65,NA,NA,0.267,309.55,0.4,30,0.893960439560439,0.693147180559945,-2.72252820340786,1.49514876603197,2.92316158071916,3.8177123259569,4.48691709936277,3.58583201650516,5,11.7952678012062,13.5,32.95,NA,NA,2,NA,38.11,29.93,34.02,-114.71,-122.51,-118.61,0.11,31.03,125.13,326.1,1149.77,NA,-6.78836642223575,-6.7122345491302,8.21793234291384,NA,0,5.13426785454153,0.693147180559945,3.75712661525697,5.84643877505772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus bullatus",1,0,1,0,0,42.46,57.9936552802348,30,3.4,5.3625,10.2,NA,NA,NA,NA,0.4,30.13164,0.831158547655068,1.24990173621434,-2.21170261007937,0.839409687538197,2.35137525716348,3.4980215662977,4.36731234690859,3.49204701018635,1,4.17730682115342,NA,30.309217010908,NA,NA,NA,NA,19.95,19.47,19.71,-96.99,-97.61,-97.3,0.08,129.59,144.35,1130.43,1459.3,NA,-3.31002291196264,-2.83448378281882,6.11393561622691,NA,4.52178857704904,4.90208450975345,4.52178857704904,3.45733894074443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus boylii",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,1.17271966527197,1.15845228902413,-2.53214834661235,0.78845736036427,2.44240435641252,3.17387845893747,3.58935968035888,3.23721203491416,18,14.743789599182,NA,23.3,NA,NA,NA,NA,46.27,19.6,32.94,-98.1,-123.81,-110.96,0.1,30.57,112.74,426.62,1021.01,NA,-5.86092833556331,-5.92474428270405,6.25590358082936,NA,1.48387530802541,2.92584614608982,0.0660527557082571,3.45992955378618,4.14313472639153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus beatae",1,0,1,0,0,52.98816,91.8898848348193,26.78368,3,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,0.879539748953975,1.15845228902413,-2.19861130983462,0.78845736036427,2.44240435641252,3.17387845893747,3.16124671203156,3.23080439573347,9,11.8901853266525,NA,25.8347995550185,NA,NA,NA,NA,13.2482462034014,-1.00336135988202,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.497380855938,177.205444263849,873.36745193676,1353.15664870931,NA,-3.33408787693674,-2.85025924290397,6.20313441876646,NA,1.78569361127349,2.23712994113422,0.80157923102148,3.49990666225361,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus aztecus",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.95,NA,NA,NA,NA,0.4,24.95752,1.06737642585551,1.16002091679675,-2.64256932288792,0.78845736036427,2.4587304011399,3.26956893918372,3.75816496698602,3.43371712585173,10,12.2948586981767,NA,25.8455364047712,NA,NA,1,NA,13.3715795014202,-0.969108026275471,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,139.789076624604,177.813090810433,869.154249949772,1350.92342514011,NA,-4.73610736269617,-2.86600886518789,6.80238365215147,NA,1.81462679258139,2.26649067548934,0.683304020978792,3.51738074941922,4.34380542185368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus attwateri",1,0,1,0,0,49.30632,57.9936552802348,27.39184,3.7,2.1625,10.45,NA,NA,NA,NA,0.4,27.5,1.0318816254417,1.25276296849537,-2.21170261007937,0.813149972954642,2.35137525716348,3.34286180464919,4.09480523183522,3.40543363425183,6,13.0234086413637,NA,28.3138428311406,NA,NA,2,NA,37.64,28.86,33.25,-91.01,-101.85,-96.43,0.04,66.18,167.7,794.5,1092.25,NA,-6.31611493792643,-6.31143953475069,5.69211466978852,NA,-0.190758363327465,3.25385679376345,0,3.47516380516447,4.30406509320417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus eremicus",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.12,NA,NA,0.173,309.75,0.4,26,0.974850574712644,0.955511445027436,-2.24345127599274,0.845868267577609,2.32666764436571,3.07961375753469,3.78353967440385,3.32089191625659,9,14.0126158870873,13.5,27.35,1,4,2,NA,13.2350691604379,-0.990779020861426,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.026845576458,182.537872039901,885.386463980576,1338.1023403378,NA,-6.09090705322414,-5.90597405941771,6.06705891402946,NA,1.80003628555095,2.24488537500642,0.663484182712187,3.44375871273429,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus keeni",1,0,1,0,0,59.95794,66.7916215077815,22.575,3.2,7.95,9.8875,NA,NA,NA,NA,0.4,26,1.25618503401361,1.55392520250384,-2.61218017803937,0.60431596685333,2.19165353228676,3.09331260189286,3.71703855322809,4.68776348429194,4,12.2649814916937,NA,26.2129015774681,NA,NA,NA,NA,58.28,45.65,51.97,-120.24,-136.43,-128.33,0.09,115.59,43.06,417.38,556.89,NA,-5.72385590461611,-5.87165476668701,6.92866513621021,NA,1.83999245093518,3.60468229531318,0.0263838282945368,3.42940650746155,7.57558465155779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus mekisturus",1,0,1,0,0,121.218803877533,680.678107603509,28.9789,1.51350783708794,2.84983244450954,12.8247221442642,NA,NA,NA,NA,0.4,24.82876,0.397502271276851,1.07500242302898,-0.607754367223472,0.979664061458209,2.8004427646519,3.68887945411394,4.00400737650113,3.56907865194663,1,8.85490099092687,NA,25.6833724729723,NA,NA,NA,NA,19.41,18.25,18.83,-96.92,-97.63,-97.27,0.07,130.21,165.79,1035.51,1370.07,NA,-1.99556900722048,-2.81707060604162,5.95564610672003,NA,3.46573590279973,4.72099575149368,3.46573590279973,3.9618112261316,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus megalops",1,0,1,0,0,50.98726,211.656839103904,22.25632,2.57537774726052,0.702727788777292,14.1298804413824,NA,NA,NA,NA,0.4,62.2629635726079,0.252735291018731,0.641853886172395,-1.10136246994408,1.35969367932271,2.77258872223978,4.19268046294296,4.18456088735056,4.17605427040834,3,10.6955533039096,22.8,108.749983660426,NA,NA,NA,NA,17.96,15.94,16.95,-94.57,-99.89,-97.23,0.05,100.12,192.06,918.6,1633.28,NA,-1.99556900722048,-2.84133293593694,6.23950082782982,NA,2.19722457733622,3.74265715979441,2.484906649788,3.55387440977925,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus mayensis",1,0,1,0,0,123.400680712024,655.289140175977,35.3565216961365,1.68560855675266,1.73029485591684,12.7682752861864,NA,NA,NA,NA,0.4,89.8113671666929,0.354354118211778,0.662687973075237,-0.439560086546994,0.743795141021654,2.26410635254588,3.49620448524049,3.93719683313687,3.52307474363131,1,4.48957058269638,NA,108.733437558413,NA,NA,NA,NA,15.79,15.66,15.73,-91.38,-91.51,-91.44,0.15,81.5,192.5,1471,1649,NA,-1.99556900722048,-2.80819581733174,5.79082643289792,NA,4.0943445622221,4.34380542185368,4.0943445622221,3.97833726469782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus maniculatus",1,0,1,0,0,59.95794,66.7916215077815,22.575,3.55,7.95,9.8875,NA,NA,0.219,309.75,0.4,26,1.46250475609756,1.52931186795482,-2.61218017803937,0.60431596685333,2.19165353228676,3.02042488614436,3.65330478840792,4.68776348429194,29,16.3828326094528,15.19,26.68,NA,NA,2,NA,65.64,16.2,40.92,-55.61,-139.68,-97.65,0.05,51.3,61.72,486.99,718.81,NA,-6.20024868997161,-5.9592758081255,6.49506916203063,1.02961941718116,1.18511599509319,3.21567069391925,0.0854434530563729,3.34727554372751,8.12088602109284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus sejugis",1,0,1,0,0,59.95794,66.7916215077815,22.575,3.55,7.95,9.87,NA,NA,NA,NA,0.4,26,1.43109057279236,1.52931186795482,-2.61218017803937,0.60431596685333,2.19165353228676,3.04213864636815,3.06805293513362,3.10099278421148,0,2.60923512165398,NA,25.8908451924659,NA,NA,NA,NA,25.31,25.2,25.26,-110.69,-110.74,-110.71,0,37.4423640207009,194.307422685413,935.070040998169,1405.92036649293,NA,-3.30771317590289,-2.84348650258807,6.5324299905091,NA,1.94591014905531,1.94591014905531,1.94591014905531,3.34837571760744,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus melanocarpus",1,0,1,0,0,54.19,123.416763077409,22.37046,3.68,5.33491425153015,12.512,NA,NA,NA,NA,0.4,32.23916,0.455963691376702,0.667829372575655,-2.38754522976155,1.43508452528932,2.77258872223978,4.19116874685764,4.71605951658452,4.10468982524383,1,8.28294495984478,21.9,30.39,NA,4,NA,NA,18.02,16.75,17.38,-95.9,-96.72,-96.31,0.02,107.51,198.03,1056.63,1584.93,NA,-2.30220829396186,-2.84903784296535,6.57644580603292,NA,2.484906649788,3.81330703248899,2.484906649788,3.65841700342304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus furvus",1,0,1,0,0,171.651338344725,655.289140175977,32.8099099836753,1.8649580885415,3.00693590421095,12.7682752861864,NA,NA,NA,NA,0.4,88.3301491506136,0.354354118211778,0.662687973075237,-0.362651861145314,0.75806146548683,2.26410635254588,3.49620448524049,3.94014035870918,3.52307474363131,1,10.0941688775708,NA,108.733437558413,NA,NA,NA,NA,21.54,17.95,19.75,-96.5,-99.31,-97.9,0.08,102.43,199.12,1103.8,1441.55,NA,-1.99556900722048,-2.8132772983416,5.88776912978684,NA,3.09104245335832,4.58118482323758,3.61091791264422,3.97876578248422,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus madrensis",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,1.17087866108787,1.15688119679209,-2.60213683400352,0.78845736036427,2.44583370431315,3.17387845893747,4.18158681598304,3.23721203491416,0,6.02908592772149,NA,25.6282050444702,NA,NA,NA,NA,21.81,21.25,21.53,-106.2,-106.69,-106.45,0,68.3675953193173,223.581312380495,917.476826779323,1530.22749597797,NA,-3.33408787693674,-2.84313603187715,6.51538059304313,NA,1.94591014905531,1.94591014905531,1.94591014905531,3.43744821559827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus interparietalis",1,0,1,0,0,128.74428,108.896631958683,20.88,3.5,7.4,9.12,NA,NA,NA,NA,0.4,26,1.01784827586207,0.924258901523332,-2.24992376479162,0.920282753143692,2.42401133670261,3.07961375753469,4.17870078831016,3.32089191625659,1,3.59317386012277,11.5,26.1662584422528,NA,NA,NA,NA,28.74,28.58,28.66,-112.75,-112.98,-112.87,0.2,61.7140999487848,190.073004394141,1000.50194283691,1294.96634912265,NA,-3.30678900407705,-2.82399254963727,5.86926778632787,NA,3.17805383034795,3.17805383034795,3.17805383034795,3.45502268110814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus hylocetes",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.95,NA,NA,NA,NA,0.4,24.95752,1.06737642585551,1.16002091679675,-2.57291168914462,0.78845736036427,2.4587304011399,3.26956893918372,4.14779214364769,3.43371712585173,3,10.5288517814627,NA,25.8552681932576,NA,NA,NA,NA,13.9368994803262,-1.00527530373022,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,134.05687174713,181.629140828645,870.488131046414,1352.53337749125,NA,-3.33408787693674,-2.84329317869848,6.28157979096579,NA,1.77529924703015,1.9196513970235,0.779649227254364,3.43972641566112,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus hooperi",1,0,1,0,0,70.0028,222.453247565369,22.90068,2.56039802295363,2.33223016696615,12.5309067361691,NA,NA,NA,NA,0.4,33.5,0.530872925107497,1.09694423156741,-1.05917916874725,0.963174317773006,2.30956070673047,3.58338003992127,3.09104245335832,3.09104245335832,1,9.89367844592048,NA,33.5,NA,NA,NA,NA,28.35,24.7,26.53,-101.11,-102.98,-102.05,0.06,17.54,180.39,449.42,957.32,NA,-1.99556900722048,-2.85145922613666,6.1226769031255,NA,1.77771590259891,2.40964416528745,0.34765385791987,3.4347390863655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus gymnotis",1,0,1,0,0,49.52,63,31.22,7.4,5.21734101150124,12.492,NA,NA,NA,NA,0.4,31.095,1.83410685767966,0.881699287104536,-2.3950246669327,1.4747630091075,2.56031498237848,3.75138465946533,3.71357206670431,3.85439389259151,3,10.6502413244989,NA,31.4911893838289,NA,NA,NA,NA,15.76,11.1,13.43,-85.63,-93.48,-89.55,0.11,152.62,238.62,1148.38,1748.31,NA,-2.30220829396186,-2.84944568453338,5.9230833449203,NA,3.09104245335832,4.97576775876718,3.29583686600433,3.66010215620524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus guatemalensis",1,0,1,0,0,49.52,63,31.22,7.4,5.67916667,12.492,NA,NA,NA,NA,0.4,31.095,1.77784596754662,0.819779831493311,-2.3950246669327,1.4747630091075,2.77016401109456,3.720620339898,3.71357206670431,3.85439389259151,3,9.79116209382574,NA,31.4939187337753,NA,NA,NA,NA,15.95,14.61,15.28,-90.77,-93.02,-91.9,0.11,134.11,201.03,1410.81,1739.49,NA,-3.31002291196264,-2.84623227692625,5.46556529329282,NA,3.09104245335832,4.98319557833747,3.09104245335832,3.66018362107,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus guardia",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.12,NA,NA,NA,NA,0.4,26,0.974850574712644,0.955511445027436,-2.24345127599274,0.845868267577609,2.32666764436571,3.07961375753469,4.17063126120297,3.32089191625659,1,6.84057037570394,NA,26.1989378607756,NA,NA,NA,NA,29.58,29,29.29,-113.12,-113.6,-113.36,0.2,11,185,337.288947623885,1363.76506228555,NA,-3.30678900407705,-2.82905574730578,6.04109749038013,NA,1.79175946922805,1.79175946922805,1.79175946922805,3.4212564184384,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus levipes",1,0,1,0,0,52.98816,91.8898848348193,26.78368,3,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,0.879539748953975,1.15845228902413,-2.20860237232502,0.78845736036427,2.44240435641252,3.17387845893747,3.16124671203156,3.23080439573347,5,11.9891263486569,NA,25.8347995550185,NA,NA,NA,NA,13.4225391874052,-1.02587382432415,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.231675484164,176.887642102468,873.324473117749,1351.31626625731,NA,-3.33408787693674,-2.85025924290397,6.23380516737176,NA,1.73182462669559,2.22060356017089,0.834104322148423,3.47850869319041,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus pseudocrinitus",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.1,NA,NA,NA,NA,0.4,26,0.986186046511628,0.955511445027436,-2.24345127599274,0.845868267577609,2.32246157870117,3.06805293513362,4.17788785661103,3.35460316713102,1,1.98849051926044,NA,26.1989378607756,NA,NA,NA,NA,26.12,26.08,26.1,-111.25,-111.29,-111.27,0,46.5029032114621,204.500422404271,926.995982745229,1357.84957046103,NA,-3.30678900407705,-2.83634073860211,6.22258432700691,NA,1.38629436111989,1.38629436111989,1.38629436111989,3.41878235190872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
