"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Peromyscus leucopus",1,0,1,0,0,70.91588,72.7612552162443,22.33,3.9,7.9,10.0705,0.001,0.5,0.213,309.85,0.4,25.26188,1.43618811659193,1.46902575871736,-2.63101305175127,0.636576829071551,2.20772481197009,3.10458667846607,3.11150802115154,3.10099278421148,31,15.5787593952504,13,23.17,NA,4,2,NA,51.13,15.86,33.49,-62.31,-112.76,-87.53,0.05,64.42,130.26,697.87,956.87,3.66867674679642,-7.02794859202474,-6.97083033816939,7.27561543455917,1.02961941718116,1.23479466835394,3.78236979720128,-0.125614779616112,3.40600562780684,7.36264527041782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus sagax",1,0,1,0,0,52.98816,91.8898848348193,26.78368,3,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,0.879539748953975,1.15845228902413,-2.13946484015781,0.78845736036427,2.44240435641252,3.17387845893747,3.16124671203156,3.23080439573347,2,7.55605315203723,NA,25.8347995550185,NA,NA,NA,NA,13.7523414211124,-0.684634328421626,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,140.664555999375,181.658489565848,878.442029230209,1357.98303810145,NA,-3.33408787693674,-2.85042932266252,6.18015423317516,NA,1.83440332890765,1.79453570774357,0.807364261670775,3.43744821559827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus melanophrys",1,0,1,0,0,153.133303168644,680.678107603509,28.9789,1.60121664756518,1.69553580357158,12.8247221442642,NA,NA,NA,NA,0.4,24.82876,0.397502271276851,1.07500242302898,-0.705263184035544,0.981992491156689,2.8004427646519,3.68887945411394,3.47167677795814,3.56907865194663,12,13.1469821761833,NA,24.7,NA,NA,NA,NA,25.89,15.57,20.73,-91.92,-105.2,-98.56,0.06,68.14,177.97,789.35,1348.9,NA,-1.99556900722048,-2.82177809128495,6.01545679065408,NA,0.693147180559945,4.50987000613377,1.38629436111989,3.97515292318918,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus polius",1,0,1,0,0,52.98816,91.8898848348193,26.78368,4,1.5,10.7,NA,NA,NA,NA,0.4,24.95752,1.06570342205323,1.15845228902413,-2.58533897043464,0.78845736036427,2.45748370885429,3.26956893918372,4.1737151350748,3.42902381030629,2,10.076603729741,NA,25.7831065571778,NA,NA,NA,NA,30.56,28.29,29.43,-106.18,-108.9,-107.54,0.21,29.42,135.62,445.17,1249.94,NA,-3.33408787693674,-2.83818215881207,6.72858054497652,NA,0,2.57413778351594,0.693147180559945,3.43741725727914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus polionotus",1,0,1,0,0,29.98,60.3307793182045,23.13136,2.7,5.49583333,9.7,NA,NA,0.12,NA,0.4,24,1.13168571428571,1.28093384546206,-2.69681979880108,0.488580014818671,1.90508815453506,2.63905732961526,3.65054933887043,3.08584667264835,8,12.8381957944333,13.85,23.8,NA,NA,NA,NA,35.35,25.74,30.55,-79.84,-88.65,-84.25,0.07,105.85,185.47,1050.9,1142.23,NA,-5.7276757592943,-5.81327016204931,6.7900972355139,NA,1.09861228866811,4.15653658247855,1.94591014905531,3.37661926620251,5.25749537202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus perfulvus",1,0,1,0,0,94.6644323136389,741.002999255475,24.925,1.92408349897643,1.75186720033386,12.4174119133012,NA,NA,NA,NA,0.4,43.53392,0.183604799188282,0.955511445027436,-0.597756775887119,1.00430160919687,2.53575312907504,3.68887945411394,3.52046080248897,3.62966009445396,3,11.1054998881121,NA,43.24,NA,NA,NA,NA,21.04,17.9,19.47,-99.77,-105.7,-102.73,0.08,91.14,217.75,869.56,1573.06,NA,-3.36115255486914,-2.84688379719984,6.73367566388218,NA,1.94591014905531,3.75255823077712,2.19722457733622,3.42881032198297,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus pembertoni",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.12,NA,NA,NA,NA,0.4,26,0.974850574712644,0.955511445027436,-2.24345127599274,0.845868267577609,2.32666764436571,3.07961375753469,3.77557942644374,3.32089191625659,8.57852171208066,11.8117569633883,NA,26.257964534215,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,863.506189201769,1348.43562369315,NA,-3.30678900407705,-2.83389448444931,5.62832606542089,NA,1.76617210877121,1.76883305928416,0.660385846801671,3.45987515117277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus pectoralis",1,0,1,0,0,42.46,60.3307793182045,30,3.2,5.3625,9.4,NA,NA,NA,NA,0.4,26,0.783452121212121,1.24990173621434,-2.21170261007937,0.839409687538197,2.35137525716348,3.49650756146648,3.86807603330273,3.31404734054858,11,13.6316304517643,NA,23,NA,NA,1,NA,34.2,19.68,26.94,-96.94,-106.26,-101.6,0.07,40.94,184.27,610.96,1194.05,NA,-6.01702361496232,-6.19046100045153,6.81072495507306,NA,1.72555739201944,3.59346926930928,-0.0147815227060716,3.48308955158959,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus ochraventer",1,0,1,0,0,159.469988804898,655.289140175977,30.5771251522615,1.76286425151391,2.87964815165787,12.8838726394488,NA,NA,NA,NA,0.4,57.1332845330201,0.498949567592229,1.22377543162212,-0.316779285293202,0.532238805191683,2.86318353103645,3.5971752649036,4.00181556107241,3.53285517610822,1,8.44663323005885,NA,108.733437558413,NA,NA,NA,NA,23.45,21.98,22.72,-98.77,-100.03,-99.4,0.09,52.69,217.38,856.42,1500.86,NA,-1.99556900722048,-2.81794589407783,5.91570568903687,NA,2.19722457733622,3.06898273529358,2.19722457733622,3.97833726469782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus nasutus",1,0,1,0,0,42.46,57.9936552802348,26.47932,3,5.3625,10.2,NA,NA,NA,NA,0.4,30.13164,0.915251785714286,1.30562645805244,-2.21170261007937,0.839409687538197,2.35137525716348,3.3322045101752,3.97282517552105,3.31235803882078,7,13.2647323894386,NA,30.309217010908,NA,NA,NA,NA,41.15,25.65,33.4,-100.31,-111.14,-105.73,0.13,26.1,135.54,425.31,1078.41,NA,-3.31002291196264,-2.83800329815219,6.31956474028399,NA,1.77794213250071,2.62684014567667,0.0760810176156105,3.50866368142155,4.30406509320417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus mexicanus",1,0,1,0,0,49.52,63,31.22,7.4,4.74144363368846,12.492,NA,NA,NA,NA,0.4,31.095,1.51525552968568,0.881699287104536,-2.3950246669327,1.4747630091075,2.91069527792109,3.94235820522422,3.71357206670431,3.85439389259151,13,12.8141614484208,17.25,30.19,NA,NA,1,NA,22.71,9.2,15.95,-83.35,-100.15,-91.75,0.1,134.83,221.64,1197.05,1611.46,NA,-2.30220829396186,-2.85948731074378,5.97264199395345,NA,1.79175946922805,4.34665849083609,2.60268968544438,3.73695827138129,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus merriami",1,0,1,0,0,128.74428,107.391918252665,24.95752,3.5,7.4,9.14,NA,NA,NA,NA,0.4,26,0.969332954545455,0.961264097516886,-2.24345127599274,0.845868267577609,2.36146748239762,3.09104245335832,4.08444836095776,3.32018940305308,5,12.1942164527913,NA,26.1989378607756,NA,NA,NA,NA,33.38,23.55,28.46,-106.18,-113.78,-109.98,0.12,26.37,210.4,505.08,1224.99,NA,-3.30678900407705,-2.83774687035588,5.92487699555498,NA,0.0342633022601802,3.32071013074947,0,3.5103842957708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus melanurus",1,0,1,0,0,50.98726,211.656839103904,22.25632,2.70711058055382,1.12034326034741,14.1298804413824,NA,NA,NA,NA,0.4,42.286725867758,0.261766638472156,0.693147180559945,-0.961887997134659,1.35969367932271,2.77258872223978,4.19192489056096,4.21777485239938,4.17605427040834,2,8.23834279538909,NA,108.782663078949,NA,NA,NA,NA,16.44,15.7,16.07,-96.22,-97.49,-96.85,0.02,73.19,187.47,948,2032.33,NA,-1.99556900722048,-2.8422182551019,6.39628774276489,NA,2.99573227355399,3.36141651165031,2.99573227355399,3.55456124585469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Peromyscus melanotis",1,0,1,0,0,59.95794,66.7916215077815,22.575,3.8,7.95,9.8875,NA,NA,NA,NA,0.4,25.56624,1.34205700934579,1.41827740697294,-2.6196708477191,0.60431596685333,2.19165353228676,3.06339092202781,3.74294755585069,4.68776348429194,8,13.111910787117,NA,25.01,NA,NA,NA,NA,30.18,18.54,24.36,-96.81,-108.83,-102.82,0.09,53,162.13,731.01,1289.62,NA,-7.57452346481567,-7.72232235054689,7.62322152579135,NA,0.693147180559945,4.48638664999812,1.09861228866811,3.41818899045867,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Podomys floridanus",1,0,1,0,0,40.36,51.36050994363,25,3.71,7.4,11.509,NA,NA,0.288,NA,0.3,23.21786,0.746185334407736,0.955511445027436,-2.40407444461888,0.8754687373539,2.52572864430826,3.43479333109067,4.33945320853098,3.86744706282834,3,10.7758815223559,16.5,24.1335166223636,NA,NA,2,NA,29.95,25.32,27.63,-80.03,-83.17,-81.6,0.1,112.22,221.98,1204.17,1434.85,NA,-5.88215679205981,-5.81300979009077,6.30203724243647,NA,0,5.2365483401504,1.6094379124341,3.44077385696326,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Scotinomys xerampelinus",1,0,0,0,1,55.94214,134.400979020433,24.27222,3.71,2.92053589656433,8.5,NA,NA,NA,NA,0.1,33.35262,0.925075082946251,1.11677959262356,-2.40104877987921,0.207014169384326,2.03312335100086,2.7127060126384,4.02987197701743,2.99931423841602,1,8.54077940877709,17.8,33.53,NA,NA,NA,NA,10.1,8.71,9.41,-82.2,-83.93,-83.06,0.12,253.24,255.32,1484.03,1755,NA,-2.30220829396186,-2.81948303408049,5.77704559375556,NA,2.56494935746154,3.90136642523962,2.56494935746154,3.26434404275499,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Scotinomys teguina",1,0,0,0,1,36.68134,62.5908060042672,20.84824,3.83,3.65833333,8.5,NA,NA,0.174,310.75,0.1,30.97018,1.030509375,0.965080896043587,-2.46820907347112,0.207014169384326,2.0110070361835,2.484906649788,3.7983729344178,2.86447756508025,6,11.7693057714639,13.3,31.2,NA,NA,2,NA,17.1,8.36,12.73,-82.21,-95.13,-88.67,0.12,158.13,222.84,1285.98,1651.02,NA,-3.3135633163653,-2.8339477986576,5.67791900476179,NA,1.79175946922805,4.33768282082183,2.484906649788,3.34140494688025,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Xenomys nelsoni",1,0,1,0,0,159.698711434749,617.449043741337,60.2204636074725,1.88288885706572,6.34332392048505,16.5,NA,NA,NA,NA,0.4,73.8635232426844,0.20513584833114,0.470003629245736,-0.157749346739845,1.60843741210052,3.67807417657038,4.86745752441993,4.7999142627806,4.72738781871234,2,9.11724390081094,NA,108.952685761659,NA,NA,NA,NA,22.87,18.76,20.82,-103.64,-105.96,-104.8,0.07,79.07,222.62,831.97,1619.83,NA,-2.30220829396186,-2.80667814019555,5.82286394694108,NA,1.94591014905531,3.6133473915015,2.19722457733622,3.72072879496217,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Juscelinomys guaporensis",1,0,1,0,0,435.442724030144,655.289140175977,73.5464032937167,1.18619525239443,2.38177516257058,17.5973619521168,NA,NA,NA,NA,0.2,94.9075042031218,0.326995400833903,0.865473810312266,-0.105348203100602,1.86265406503933,4.00923260758847,4.57779898919196,3.921646979296,4.44233114337417,9.18878047167549,11.2049744696028,NA,108.84010313399,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,870.277046442546,1351.99386654562,NA,-1.99556900722048,-2.81335830450962,5.39836679060886,NA,1.84682829824956,1.74014834413699,0.628873870495376,4.00702864064529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Juscelinomys candango",1,0,1,0,0,338.855819491984,655.289140175977,79.8920978185489,1.59479730329995,1.97671677150121,17.5535698898035,NA,NA,NA,NA,0.2,97.5226527164254,0.326995400833903,0.956745061643752,-0.142476240719517,1.74898871635073,4.00923260758847,4.57769620898734,4.30734174931503,4.44233114337417,1,8.75228376593646,NA,108.78107646055,NA,NA,2,NA,-15.6,-15.93,-15.76,-47.47,-47.79,-47.63,0.11,131,211,1100.5,1438,NA,-1.99556900722048,-2.81077628624349,5.93676403210101,NA,4.56434819146784,5.31073988654659,4.56434819146784,3.97833726469782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Juscelinomys huanchacae",1,0,1,0,0,355.888981980575,655.289140175977,70.7332738909906,1.05805808756565,1.88393678797453,17.5535698898035,NA,NA,NA,NA,0.2,93.9972014017914,0.326995400833903,0.828334814202149,-0.198787181491951,1.86265406503933,4.00923260758847,4.57779898919196,4.29275351014381,4.44233114337417,4,11.885295497844,NA,108.85323809663,NA,NA,NA,NA,13.7760507506253,-0.979502376833261,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.504450269183,177.3770246811,879.943690607602,1346.17651380778,NA,-1.99556900722048,-2.81551629142089,5.64975465607564,NA,1.88258844436271,1.88648371241578,0.727151474025094,3.9841665497567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Kunsia tomentosus",1,0,1,0,0,324.996531053381,543.524451882118,77.9199876820008,2.046268233297,4.14039333253285,28.7,NA,NA,NA,NA,0.4,92.6968609650077,0.317285023815396,1.18865965334681,-0.129462293880932,2.35003118305444,4.00273435394174,4.75013595623828,4.63802420305194,5.73659233359214,6,12.9137495751997,NA,108.878158786155,NA,NA,NA,NA,-11.71,-16.58,-14.14,-58.77,-65.28,-62.02,0.27,127.07,241.93,1174.96,1475.65,NA,-2.3332479038892,-2.79320906453725,5.39334491467875,NA,1.95114161582589,0.819779831493311,-0.0475699481817781,4.04656935283521,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Kunsia fronto",1,0,1,0,0,472.839156577612,543.524451882118,80.6191422137281,1.90604461705555,-0.592278217459162,28.7,NA,NA,NA,NA,0.4,85.6307549690911,0.291880363725033,1.05058738612633,0.00539121971694056,2.44291997717524,4.35961164158856,5.12390445382212,4.5076664306437,5.56109133668594,7.80811873895571,12.5513761384296,NA,108.865023823515,NA,NA,1,NA,-19.48,-27.07,-23.28,-44.19,-59.02,-51.6,0.05,124.77,203.04,1154.45,1313.68,NA,-2.3332479038892,-2.81046182510171,5.43076696067196,NA,1.94591014905531,3.79728532795772,1.94591014905531,4.08267212490022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Lenoxus apicalis",1,0,1,0,0,299.940508296531,540.622696776801,80.153803943851,2.21662211559045,1.3657002919723,17,NA,NA,NA,NA,0.4,86.2186562286069,0.358482572197646,1.28811397466165,-0.188439046085636,1.9097273955918,3.63446046384035,3.98154906807676,4.7169707739796,4.38990219420586,2,10.4004824611366,NA,108.878158786155,NA,NA,NA,NA,-12.94,-16.29,-14.62,-67.94,-71.36,-69.65,0.04,247.68,89.29,1253.13,1379.06,NA,-2.30220829396186,-2.80636752209901,5.70665284982319,NA,0,3.07315617051879,0,4.08120084015768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Loxodontomys micropus",1,0,1,0,0,64.921,191.32793287387,28.623199057702,2.49770009474248,1.91003979611137,15.6228410616776,NA,NA,NA,NA,0.2,65.2302705758525,0.521133483481896,1.42551507427317,-0.730072252115743,1.13719462620632,3.20568616993756,4.25929386929158,4.12659516565063,4.30071409542808,5,13.0117733545969,NA,108.756760942358,NA,NA,2,NA,-32.56,-53.35,-42.96,-69.78,-74.05,-71.91,0.09,69.99,63.22,472.83,681.65,NA,-3.29052831714497,-2.85665903784402,5.42776543373492,NA,1.70288681079748,3.10099278421148,0.0209294297099255,3.95236086104865,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Loxodontomys pikumche",1,0,1,0,0,343.02691422973,655.289140175977,70.5224732040132,0.995217570853267,1.84339536496855,15.6228410616776,NA,NA,NA,NA,0.2,96.2496629641105,0.331729066045149,0.973177977389716,-0.220221755839788,1.90371839893533,3.7754678703488,4.25929386929158,4.21414512282927,4.30071409542808,2,10.8407411532499,NA,108.85323809663,NA,NA,NA,NA,13.9451323437574,-1.02543401018177,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,139.153150916343,177.716828215756,880.898629820408,1349.47204854931,NA,-1.99556900722048,-2.81568637117944,5.68692881328624,NA,1.80918210394351,1.85640842079785,0.762883802104003,3.97822343723682,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Lundomys molitor",1,0,1,0,0,197.627458133049,655.289140175977,36.2973670669887,1.60641117066125,2.2273532560721,22.5913853981857,NA,NA,NA,NA,0.4,75.1842468169324,0.327198633528486,1.0681530811834,-0.394545475946675,2.06174587573609,4.755731833093,5.47432738072819,4.37238131300781,4.74638965232291,2,12.5963824465036,NA,108.733437558413,1,NA,NA,NA,-32.9,-34.89,-33.89,-53.55,-59.54,-56.54,0.05,85.78,161.53,931.85,1107.39,NA,-1.99556900722048,-2.82270410889594,5.46908708907004,NA,1.79175946922805,3.65480547378018,1.79175946922805,3.9595840365954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Megalomys desmarestii",1,0,1,0,0,374.751463033265,543.524451882118,74.2994681437732,1.95686603288382,1.84238964831906,36,NA,NA,NA,NA,0.4,83.3268743344506,0.381325598046561,1.25896870869122,-0.00899449085214697,2.26808222010259,3.7845149883044,3.86514101952802,4.34777704376899,4.98659638359402,9.36283125426155,11.9003349206632,NA,108.937185459595,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,871.893934825262,1354.5007370499,NA,-2.15539530456976,-2.79412423049657,4.96005826454364,NA,1.7952188079426,1.72101160256867,0.649712075219592,4.08423786712547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Megalomys luciae",1,0,1,0,0,421.492671442645,613.944312178423,75.0445932813289,1.48559548721228,2.99166667,17.1879269966317,NA,NA,NA,NA,0.4,90.8343536122958,0.322186303610414,1.34249704967806,-0.0297324607853326,1.91141300552774,3.57391245079829,3.86514101952802,3.73034462652185,3.94491585009134,9.22488642675695,11.1000536801519,NA,108.842832483936,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,860.833202649205,1349.95536514861,NA,-3.08476041598216,-2.81287300439212,5.23197898932843,NA,1.69524729327554,1.76111636372235,0.65899164981149,4.00702864064529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Megaoryzomys curioi",1,0,1,0,0,437.753663095697,655.289140175977,74.3167669737175,1.31492480252248,2.57641588494257,15.6119065997362,NA,NA,NA,NA,0.4,92.5543246485782,0.376851781531995,1.24916709809665,-0.117757721377774,1.91141300552774,3.57391245079829,3.86514101952802,3.70371379737773,3.94491585009134,9.59559785019212,11.5315003138155,NA,108.84010313399,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,864.562850551273,1352.88800802904,NA,-1.99556900722048,-2.81335830450962,5.37215800840056,NA,1.80896138319827,1.76564568686742,0.63262094383093,4.00702864064529,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Melanomys zunigae",1,0,1,0,0,339.434676320855,540.622696776801,75.9597118775731,2.39781565758809,0.323530022581269,20.3,NA,NA,NA,NA,0.4,79.7248985119395,0.355145060191359,1.29357931939569,-0.138682300483154,1.79943152094011,3.63203689344302,3.97968165390196,4.71942201965522,4.54858639903642,1,5.43305529561236,NA,108.878158786155,NA,NA,NA,NA,-8.82,-10.31,-9.56,-76.88,-77.95,-77.42,0.08,94.22,97.23,837.94,1450.3,NA,-2.30736919599983,-2.80524375006381,6.51649394068107,NA,2.30258509299405,3.25809653802148,2.30258509299405,4.07238542741366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Melanomys caliginosus",1,0,1,0,0,111.624061762974,540.622696776801,32.5440460949498,2.42672743194768,5.38538432152649,16.9,NA,NA,NA,NA,0.4,106.845938984209,0.32459386757587,0.371563556432483,-0.376288608631289,1.82836425624893,2.29080064030607,3.71357206670431,3.99663190579184,3.78267648041186,19,13.5253392679865,NA,108.830519884018,NA,NA,NA,NA,16.02,-3.57,6.22,-71.11,-86.62,-78.87,0.13,188.24,229.19,1363.12,1618.43,NA,-2.30220829396186,-2.80110105250993,4.7589443081985,NA,0.693147180559945,4.10693167772757,1.09861228866811,4.04914061564272,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Melanomys robustulus",1,0,1,0,0,309.502527034686,540.622696776801,75.5945102580107,2.39653970258181,1.71922582725905,20.3,NA,NA,NA,NA,0.4,77.7619674005047,0.355145060191359,0.93458371620492,-0.124365895261921,1.79070039787344,3.63203689344302,3.97968165390196,4.72162666646775,4.54858639903642,1,10.0337383057411,NA,108.878158786155,NA,NA,NA,NA,-3.38,-4.69,-4.04,-78.84,-79.55,-79.2,0.11,62.56,188.55,944.25,1442.22,NA,-2.30736919599983,-2.80543891886179,6.35387968599435,NA,1.79175946922805,3.27940632460823,1.79175946922805,4.07281394520006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Microakodontomys transitorius",1,0,1,0,0,348.50796490499,655.289140175977,71.9219378668843,1.21256187407166,1.37239305187774,14.3706439948151,NA,NA,NA,NA,0.4,91.7705640572496,0.376851781531995,0.980171903817651,-0.156385587419125,1.91141300552774,3.57391245079829,3.86514101952802,4.10878999962532,3.94491585009134,1,9.80077912405965,NA,108.85323809663,NA,NA,NA,NA,13.853871705003,-0.785863657213451,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,138.059211907103,181.263424720136,880.550502399591,1337.3999369215,NA,-1.99556900722048,-2.81568637117944,5.69837821062335,NA,1.84177510305492,1.7371196278559,0.761741515598241,3.97876578248422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Abrawayaomys ruschii",1,0,1,0,0,347.512289362282,655.289140175977,78.6223095657231,1.42133019152517,1.43983153558064,14.568282626911,NA,NA,NA,NA,0.4,93.8564549169415,0.332119533058693,1.08239636924243,-0.159045145291201,1.78297909005155,3.69417517450561,4.14297598363384,4.18208203799742,4.12830503093164,3,10.8343649607535,NA,108.78107646055,NA,NA,NA,NA,-15.09,-19.84,-17.47,-40.52,-43.56,-42.04,0.06,107.06,209.1,1084.47,1402.39,NA,-1.99556900722048,-2.82143174844522,5.86465359401982,NA,1.6094379124341,3.05447276857659,1.94591014905531,3.97822343723682,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Abrothrix andinus",1,0,1,1,1,293.60893569564,540.622696776801,73.6073642025312,3.0613465746703,4.578938068958,14,NA,NA,NA,NA,0.2,94.0326571887317,0.439916900767134,1.26337511614472,-0.167435284404339,1.3705322587895,3.17720301955946,3.54529772563591,3.9519133440553,3.56818867636918,11,13.3256125615933,NA,108.878158786155,NA,NA,NA,NA,-12.18,-34.65,-23.42,-65.15,-74.53,-69.84,0.05,51.98,14.3,482.37,1242.1,NA,-2.30220829396186,-2.80839965872292,6.6115370625744,NA,1.75249955863715,2.75937682826755,0.00683990087186976,4.06019506093349,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Abrothrix olivaceus",1,0,1,1,1,191.716,222.029017453338,37.7171292528635,2.25,1,11.8345,NA,NA,NA,NA,0.2,57.6633218768345,0.93723876873434,1.69009581545155,-1.3040638800861,0.69061121103171,2.02925224916323,3.29583686600433,4.06060956475439,3.66585692939072,6,13.8955640857546,NA,108.674331397339,NA,NA,2,NA,-18.48,-55.72,-37.1,-64.97,-75.26,-70.11,0.11,55.26,69.56,360.79,637.81,NA,-7.71041156872624,-7.67463296448398,8.07458992014144,NA,1.68582205281135,2.71931979336044,-0.177457176476743,4.04954046903142,4.0943445622221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
